,EURUSD,GLD,IEF,SPY,VIX_ret,DGS10_chg
2006-02-22,-0.0003336831903147659,0.0039833697886547965,0.0037365655366594207,0.006052656540033238,-0.043646263353383806,-0.00040000000000000034
2006-02-23,0.0005005830321471893,-0.012729773023942181,-0.0024098473893938346,-0.0014713336297641647,-0.0008421245871854782,0.00029999999999999363
2006-02-24,-0.0036889851697372296,0.018136151993469803,-0.001206325260842455,0.002553333426353016,-0.03515148436508763,0.00020000000000000462
2006-02-27,-0.0023609698826720753,-0.007577127477402215,-0.0019353710322709155,0.0003864873655439689,0.01127995590183873,9.999999999999786e-05
2006-02-28,0.006729766532618566,0.015275676084631486,0.0039862160205025145,-0.009546518684934136,0.0627033603254105,-0.00040000000000000034
2006-03-01,-0.0008467113220418398,0.0005348806365655907,-0.0019735017653230167,0.008851264951623855,-0.06702677306822562,0.00040000000000000034
2006-03-02,0.009942830206237223,0.011343673633042218,-0.004005456418396332,-7.752775058319757e-05,0.015477549158571082,0.0004999999999999983
2006-03-03,0.0005780037708891324,-0.008140248406057734,-0.0024360441064091207,-0.004648841731141335,0.020270944779137455,0.00040000000000000034
2006-03-06,-0.002490399224668445,-0.018832934931586665,-0.00317529071867535,-0.0045931654749658,0.06317888046637804,0.0006000000000000049
2006-03-07,-0.01054239405875138,-0.005082580890901775,0.0004897379614221183,-0.0015615618476978877,-0.0062992275151358326,0.0
2006-03-08,0.0031081307595809938,-0.017995335485148433,0.0004887118324588576,0.0021081291949984374,-0.02722347132866196,-9.999999999999786e-05
2006-03-09,-0.0019302709582450278,0.004990315328593799,0.0009762363487186848,-0.006729195147286684,0.02880203974195796,9.999999999999786e-05
2006-03-10,0.0005834559376983349,-0.007587707988952681,-0.0019546861425996835,0.009454371064459328,-0.06769807330389212,0.00019999999999999573
2006-03-13,0.004691992041875473,0.00887743074453615,-0.0008562599417220977,0.001865055412764874,-0.04134960207539758,9.999999999999786e-05
2006-03-14,0.004329439239752162,0.010258334271688237,0.005737474935683157,0.010423963483055548,-0.05700322992771986,-0.000599999999999996
2006-03-15,0.0043241081920564455,0.004545875722809695,-0.0018272428053959014,0.004445792694287794,0.05524270976751836,0.00020000000000000462
2006-03-16,0.008570884998657696,0.0039833697886547965,0.006320165824682617,0.0020623482419102127,0.054020776939566716,-0.0008000000000000007
2006-03-17,0.0014011427278653272,-0.003983369788654952,-0.0020613386073518934,0.0008348541195911622,0.011618416722202943,0.00029999999999999363
2006-03-20,-0.0023868364374000453,0.0009066867676153741,0.00194115979267336,-0.0016090377499326676,-0.02760525988510513,-0.00019999999999999573
2006-03-21,-0.004526544106376268,-0.006181771283939387,-0.004128841802582029,-0.006307300084864095,-0.014523969738594168,0.0004999999999999983
2006-03-22,-0.0023945324022297586,-0.0014601541144710205,0.0012163521123378282,0.00607814524829002,-0.03592150108813917,-9.999999999999786e-05
2006-03-23,-0.008898769862727399,-0.0009136453209700005,-0.0025559642311588186,-0.002074092156872488,-0.0035746205756459946,0.00030000000000000247
2006-03-24,0.005245571578341346,0.01829592422327758,0.0043765126051186,0.0007685929061035476,0.0017888649132110886,-0.0006000000000000049
2006-03-27,-0.001995811828747522,0.012132179396417623,-0.002185509954363027,-0.0014599235660348892,0.02384222979072463,0.00030000000000000247
2006-03-28,0.0,-0.005869256761886151,-0.004876251666124004,-0.006171905792210309,0.01041675094112599,0.0008999999999999986
2006-03-29,0.0016588785769306596,0.017856008967773458,-0.0009779370227573645,0.006248649593509416,-0.05594002671262503,0.00019999999999999573
2006-03-30,0.01132492195118332,0.026456091342854607,-0.002939404481528392,-0.0017707662086453608,0.05507607598531235,0.0005000000000000071
2006-03-31,-0.004358853634659159,-0.008569032949188241,0.0007353657213254529,0.00023162426362611545,-0.015679707227550858,0.0
2006-04-03,0.001976724958151662,0.006348185470116209,-0.0011070814439301162,-0.0007709282207444688,0.015679707227550944,0.00019999999999999573
2006-04-04,0.009918005849360768,-0.00239725090815688,0.00012286780742300568,0.006377879392274994,-0.03787324951105689,-9.999999999999786e-05
2006-04-05,0.00228298028635211,0.005641488791230979,0.0023362723026097735,0.0034406646061947814,-0.0008980897483998911,-0.00030000000000000247
2006-04-06,-0.006039769791432209,0.010513899447594038,-0.0028285451182457223,-0.001069181571908453,0.028345537772525672,0.0006000000000000049
2006-04-07,-0.009796333460045194,-0.011707924234642812,-0.004566536502115916,-0.010215288264062252,0.06835223583487482,0.0006999999999999939
2006-04-10,0.001404001669205044,0.01709151230827786,0.0012360533669059119,0.0015430113779000148,-0.005726040106904141,0.0
2006-04-11,0.002971785868108545,-0.00994865584400034,0.0018515761024410593,-0.008514204863804135,0.06433344839138419,-0.00040000000000000034
2006-04-12,-0.002802217820896405,0.0070922618883069175,-0.0023458141249705533,0.0018636333511714758,-0.01863406160744517,0.0005000000000000071
2006-04-13,0.00016963768815453134,0.0011771580379689472,-0.00533017777146317,-0.0013196754543906561,-0.03023301935362562,0.0006999999999999939
2006-04-17,0.011658843277266231,0.026371876607847133,0.003845599291973978,-0.0003889156182771638,0.016025968707127056,-0.00040000000000000034
2006-04-18,0.009183531396874717,0.012363885008428081,0.0032137397451941167,0.01573133738343894,-0.09849492326940075,-0.00019999999999999573
2006-04-19,0.0008908493429412366,0.030257109870676136,-0.0028429243273790485,0.001911166830613845,-0.0070422761221470035,0.0004999999999999983
2006-04-20,-0.005591671595787801,-0.044751287678637945,-0.0008664299464707316,0.0013736371769754844,0.02787642598232789,0.0
2006-04-21,0.002588268509211019,0.03608641686474083,0.002103577188974558,0.00015209846885844272,-0.004304801281234998,-0.00030000000000000247
2006-04-24,0.0038826827000252085,-0.024831058863613812,0.0012352226353791714,-0.0018310948626021435,0.013710570073029688,-0.00019999999999999573
2006-04-25,0.0032262187740079032,0.018163277608642465,-0.006315903124742766,-0.004133533853425648,0.0,0.0008000000000000007
2006-04-26,0.0016046660651645136,0.013762817006708136,-0.0004978174852047195,0.00022976507595758752,0.0008507213430538839,0.0004999999999999983
2006-04-27,0.006644863604506852,-0.010899759408640247,0.002731634501711744,0.004819651079785656,0.006779680410128444,-0.00030000000000000247
2006-04-28,0.00826760236172215,0.03327128175431663,0.0017332378999890825,0.0033523639653264604,-0.021340971826212005,-0.00019999999999999573
2006-05-01,-0.004438013057854198,0.0010749686135923268,-0.005429166783384823,-0.008172015045112073,0.07878086164561307,0.0006999999999999939
2006-05-02,0.0029354471549831803,0.02110775076209168,0.0016217276736550151,0.007487250368303091,-0.04485058221272274,-0.00019999999999999573
2006-05-03,0.0004794802208979682,-0.0013533415469022937,-0.001372029171925141,-0.0037364491706075543,0.0,0.00030000000000000247
2006-05-04,0.006153845875736307,0.015231058274022213,-0.0006244829601533654,0.0035845329930908974,-0.010901585328405166,9.999999999999786e-05
2006-05-05,0.002123257907461012,0.007529296693737569,0.0023707881716361263,0.008791868520573358,-0.020443623046474187,-0.00040000000000000034
2006-05-08,-0.0019709375915264553,-0.006344548315854382,0.0004984188504069307,-0.0012080943531114136,0.032178908212851215,0.0
2006-05-09,0.005030312423480176,0.030897281121183933,-0.0003739302203470731,0.001962215169324142,-0.0008336998379718097,9.999999999999786e-05
2006-05-10,0.0005875174281937835,0.009995755944479651,0.0004978792065422389,-0.0005279997325315305,-0.01766979439456854,0.0
2006-05-11,0.006047733081751017,0.009193212955575812,-0.0017452177567775955,-0.012144195800804686,0.058525150256819154,9.999999999999786e-05
2006-05-12,0.006045859835349868,0.0012663240006524636,-0.003750097368252494,-0.01314466016213184,0.12760915578837503,0.0005000000000000071
2006-05-15,-0.010879327218100593,-0.053575200633378034,0.0021274737558741974,0.002009794014207715,-0.04467601024288032,-0.00040000000000000034
2006-05-16,0.004679295759930909,0.017644876407503035,0.003742301654298593,-0.0014683605291812036,-0.016345037937004304,-0.0005000000000000071
2006-05-17,-0.008445241483864874,-0.0067271250662083795,-0.0028687329037685506,-0.0192072011688474,0.19719170477526846,0.0006000000000000049
2006-05-18,0.008522330266385929,-0.010176364470453626,0.007092121719583765,-0.005058013280299118,0.04391680401624066,-0.0008000000000000007
2006-05-19,-0.006558167669646246,-0.028264016724660453,-0.000619432680520762,0.007027302045535974,0.01112101210726367,-0.00030000000000000247
2006-05-22,0.006712420157343083,-0.0042787163206261586,0.0013628792015075765,-0.007661761101254762,0.030947972107645296,-9.999999999999786e-05
2006-05-23,-0.005460417870518412,0.016403681898370586,-0.00037125813137628725,-0.0076402233902232875,0.03001898127423709,0.00030000000000000247
2006-05-24,-0.0007028393823765343,-0.035575658845409586,0.0014853135122235878,0.007957503235368405,-0.050544143310721074,-0.00040000000000000034
2006-05-25,0.002814168190519901,0.009941048269267854,-0.0016095193534640209,0.012288439183291805,-0.11332872046550271,0.00040000000000000034
2006-05-26,-0.005556827315730726,0.0061633714364872465,0.0008672175160179353,0.005075961816239843,-0.08338159288843161,-0.00010000000000000675
2006-05-30,0.008901542825102901,0.00015363084740756304,-0.000867217516017895,-0.01791887521624751,0.2689237562051567,0.00030000000000000247
2006-05-31,-0.0038136996019872637,-0.013607713088968276,-0.0031038927642944923,0.011119185364032402,-0.1266647651286362,0.00030000000000000247
2006-06-01,-0.00039716174545518054,-0.026344325345324347,0.0016710044196055513,0.009522278565230961,-0.12419038119021664,-9.999999999999786e-05
2006-06-02,0.00832313840843239,0.014913787710007854,0.007694897903175205,0.002095104998850383,-0.013869900701731625,-0.001100000000000003
2006-06-05,-0.0013167028155889355,-0.003312552645839676,-0.0019799608585001826,-0.014680866435841813,0.15075305329401636,0.00019999999999999573
2006-06-06,-0.0061478377425670605,-0.011761128537159677,0.0008670600872884489,-0.0024418756343130648,0.04060578663680086,-9.999999999999786e-05
2006-06-07,-0.0015629732493834005,-0.00432589735009203,-0.0013626239879515108,-0.007519022929697381,0.02618243428411267,9.999999999999786e-05
2006-06-08,-0.012025286727839984,-0.02224296502229832,0.0013626239879514488,-0.0008744294194874491,0.03043118085284853,-0.00019999999999999573
2006-06-09,-0.0006322032824184526,-0.007580772661454671,0.002471607695355158,-0.003185852303443288,-0.012613248358978847,-0.00019999999999999573
2006-06-12,-0.00435168626168237,-0.0069721727529346005,-0.0004939903836026459,-0.010908950536893697,0.1455994688429596,9.999999999999786e-05
2006-06-13,-0.003191786510807495,-0.07092235174749524,0.0013573762352508305,-0.011681896308645206,0.127489822295699,-0.00020000000000000462
2006-06-14,0.005018502294383033,-0.005379235579350925,-0.0066821744801299505,0.007721683035532036,-0.10391494352828677,0.0008000000000000007
2006-06-15,0.002449052811487121,0.030106768033878732,-0.002238671883691188,0.020992894132976905,-0.2998716093061343,0.0004999999999999983
2006-06-16,0.0003918807193921517,0.006260900631636242,-0.0006217700986840512,-0.0073136847468469705,0.08149305824299,0.00030000000000000247
2006-06-19,-0.0051457920115929555,-0.023150800407539796,-0.001121955563840963,-0.007893323540067691,0.03307028411871533,9.999999999999786e-05
2006-06-20,0.0007172703794377151,0.016540912545872956,-0.0007492529463485503,0.0033900674152097447,-0.0660726579236819,0.00010000000000000675
2006-06-21,0.005693824497079458,0.017815961750979315,-0.00012363223905950308,0.007387101106402166,-0.07268022542224789,9.999999999999786e-05
2006-06-22,-0.0060210413408220455,-0.010339611013396036,-0.0032490712969047105,-0.004408932162317792,0.022930918775442274,0.00040000000000000034
2006-06-23,-0.004858606239090171,0.004493649688969512,-0.0008766517634249755,-0.00016089398454577076,0.0006295391292426316,0.00030000000000000247
2006-06-26,0.005185823082832815,0.004988349549092769,-0.0006272551790494832,0.004409552103402913,-0.017137865069862625,0.00019999999999999573
2006-06-27,-0.0015975103582966236,-0.010348462113978675,0.002629777432858113,-0.008677647225651907,0.04872917448482666,-0.00040000000000000034
2006-06-28,-0.0018334038348102601,-0.002430124232988146,-0.003256946975388869,0.006756316610591712,-0.037904485718146974,0.00040000000000000034
2006-06-29,0.009365370117246618,0.033832024181210556,0.004131368391564929,0.019998787950217898,-0.19212245520828788,-0.00030000000000000247
2006-06-30,0.00935168197427941,0.0283248597979711,0.003492675844318604,7.866140229353953e-05,0.0038299695528139425,-0.0006999999999999939
2006-07-03,0.0014070854312624858,0.015396151524819567,-0.0004754084468550833,0.004077160265022041,-0.002296191811781624,0.0
2006-07-05,-0.004390163308075298,0.005133147203806899,-0.0036338834523919786,-0.00572870728464392,0.08092644874585418,0.0008000000000000007
2006-07-06,0.003290765739701162,0.008285586850556694,0.0031337271431221767,0.0029077364495107344,-0.03597510344578677,-0.00040000000000000034
2006-07-07,0.003750451315832554,-0.006207730001220553,0.0031220388813792068,-0.006534416499463262,0.023172698698847947,-0.0005000000000000071
2006-07-10,-0.006174904189814338,-0.009787492538485095,0.0007484356668627818,0.0018942587458986074,0.0035727218738884755,-9.999999999999786e-05
2006-07-11,0.0017603495376866014,0.028453018348612674,0.0011215252906607845,0.004404710058605205,-0.0648238750726771,-0.00030000000000000247
2006-07-12,-0.004356947792424389,0.017245775039784833,0.0008706747852970976,-0.010731311781551449,0.09779770135221535,0.0
2006-07-13,-0.001181540003307359,0.009657542324286587,0.0022366290293575,-0.016397168218316178,0.20517781260403178,-0.00019999999999999573
2006-07-14,-0.004181207807113774,0.004566148251357566,0.0007442491791910957,-0.003878460730736107,0.01450908937000059,-9.999999999999786e-05
2006-07-17,-0.010014298138597572,-0.02927786506214761,-0.0008691056259294239,-0.0014583208392325768,0.03216413400248702,0.0
2006-07-18,-0.001276043290273441,-0.016555351989900366,-0.0038541179875659828,0.005094269462453523,-0.04948781253384897,0.000599999999999996
2006-07-19,0.007731113288475531,0.01780551650096022,0.006334310830193249,0.013779139531739027,-0.13176131308826255,-0.0007000000000000028
2006-07-20,0.002687121818321156,-0.023545337797397207,0.002101715942675922,-0.006865396680555299,0.04156762837726259,-0.00029999999999999363
2006-07-21,0.0057646385914954384,-0.013360389171752314,-0.0006177394742318417,-0.007075006956435253,0.07084190502852232,0.00019999999999999573
2006-07-24,-0.0064717669817498475,-0.009279671017174801,0.0,0.018069296749241705,-0.14975423676618527,0.0
2006-07-25,-0.003176202001812247,0.0066835337551839295,-0.0009889420927035966,0.0035591119017264437,-0.008716056593844904,0.00020000000000000462
2006-07-26,0.010194516236336774,0.007284544810071161,0.0024718941586660452,0.0013411885209466377,-0.015609444442969246,-0.00030000000000000247
2006-07-27,-0.0013340178208113482,0.014411802920109096,-0.00012427196281164472,-0.0009463100684582331,0.021651705123940712,0.00030000000000000247
2006-07-28,0.0043259585784296934,0.0033330573021811403,0.0027129280661166333,0.009972593907554598,-0.04168691510186804,-0.0007000000000000028
2006-07-31,0.0017995560049545065,0.0007919417041651264,0.0015988897878630216,-0.0010160214539218987,0.04235605056250149,-9.999999999999786e-05
2006-08-01,0.003595934944970853,0.018199433154515745,0.00023451872468181962,-0.00494006079987463,0.006666716789786926,0.0
2006-08-02,-0.002189817909358722,0.006663080453584655,0.000864079109242788,0.006737370987264695,-0.048325158056105585,-0.00030000000000000247
2006-08-03,0.0005501395494782312,-0.009777330003267252,0.0002454745127309457,0.002650644111887511,0.008333373556530022,0.0
2006-08-04,0.006226967058490283,0.0024921513025285714,0.004917567778891784,-0.0017142798449687271,-0.00833337355653001,-0.0004999999999999983
2006-08-07,-0.004664191757599403,0.003416701922818477,-0.0013501220277605899,-0.002343244075705364,0.0602142910381696,0.00019999999999999573
2006-08-08,-0.004068194790429433,-0.008250981257249518,0.0001241396734299504,-0.0038380337230585555,0.0,0.0
2006-08-09,0.008423276792302849,0.010264414233311715,-0.000492692520213939,-0.0033804235394614478,-0.001971721546477042,-9.999999999999786e-05
2006-08-10,-0.00639121068862434,-0.021583529170159283,0.0002469586151204579,0.0030665795851361724,-0.049909195935162465,9.999999999999786e-05
2006-08-11,-0.005320463811241321,-0.008574217652083825,-0.0031996587469484547,-0.0028303347246347063,-0.011126668764758004,0.00040000000000000034
2006-08-14,-0.00016545365255599755,-0.007362374610728818,-0.0017253254575079556,0.0007871664857842403,-0.0028011195671944857,0.00030000000000000247
2006-08-15,0.005332432437814901,-0.003862900050710145,0.004801512520465848,0.011886684200751646,-0.06071229380814105,-0.0007000000000000028
2006-08-16,0.0040628955124496,0.007710935506649349,0.004167249372801414,0.008284131609297475,-0.07824355030767188,-0.000599999999999996
2006-08-17,-0.0008600679688531479,-0.02364104424604251,-0.0002440291803604255,0.0025416025921776927,-0.013793328536273058,0.0
2006-08-18,-0.00030791733378379477,0.00016387542029731639,0.0026881445029617707,0.005062478131520492,-0.050261786586310205,-0.00030000000000000247
2006-08-21,0.0034953336949795155,0.0226766716784495,0.0012190511104338579,-0.004294347114747831,0.048626503796860406,-0.00019999999999999573
2006-08-22,-0.0047517713355793925,-0.006265574298403793,0.0003661724175580089,-7.668520600043389e-05,-0.00245806652508111,0.0
2006-08-23,-0.0024184696289945118,-0.003551786170239269,-0.0009760130548399126,-0.0027703503142567157,0.01708053277715039,0.0
2006-08-24,-0.0014942839592491147,-0.0012947376767310466,0.0009760130548399307,-0.0008483869275029234,0.0,-0.00010000000000000675
2006-08-25,-0.0003827740871964704,0.0003238416104977378,0.0013388981074142121,0.0012337487547192164,-0.007284467563475927,-0.00019999999999999573
2006-08-28,0.0027720546003188883,-0.012543952945273145,-0.00012177675997845881,0.004763965304817737,-0.01061668694659366,9.999999999999786e-05
2006-08-29,0.002856852477721754,-0.0009841131508818335,0.0008511274224191596,0.001150044835510616,0.008176613636745765,-9.999999999999786e-05
2006-08-30,0.0009241393739663098,0.007845734178219533,0.0012156823191937544,0.0006122505403942836,-0.004897925378745505,-0.00030000000000000247
2006-08-31,-0.0024881114668699102,0.014065428763227219,0.001333668545476464,-0.0001532588323448316,0.00733799868859339,-0.00019999999999999573
2006-09-01,0.002102955956966126,-0.002411019821175847,0.0014854580276254332,0.005953235255381835,-0.028844222571795072,-9.999999999999786e-05
2006-09-05,-0.0025681096147348705,0.01944286299654392,-0.0032875669469223973,0.0019003621268282478,0.05450719371140651,0.0004999999999999983
2006-09-06,-0.0003846420842231741,-0.007922716060125687,-0.0007318783556517107,-0.008849005432907717,0.0842363247126981,0.00019999999999999573
2006-09-07,-0.006809366420828909,-0.025946191654282313,0.0007318783556517013,-0.004607992127130846,0.01013769318754492,0.0
2006-09-08,-0.004649095399598617,-0.010009118155884447,0.0009751586978353994,0.0028443443468590952,-0.05326704902133476,-0.00019999999999999573
2006-09-11,0.0029191081377163194,-0.035927977031141096,-0.0018301060344976376,0.0009969957321004435,-0.013002101239687392,0.00019999999999999573
2006-09-12,-0.001181344691054494,-0.0030816717701889667,0.002804774394084041,0.009767300228416879,-0.08596214502495694,-0.00019999999999999573
2006-09-13,0.0001522980101292906,0.0051308345941207655,0.0009724181750585289,0.004017116894543942,-0.06409117301416818,-0.00010000000000000675
2006-09-14,0.0020463542130882352,-0.024696883147300317,-0.0019470865346448232,7.513482715552595e-05,0.032558958458109286,0.00020000000000000462
2006-09-15,-0.005671079293281995,0.0036652959943343877,-0.0006091517235003077,0.002344459863905859,0.018018508451578517,9.999999999999786e-05
2006-09-18,0.004412229525440513,0.014356348078949017,-0.0014641407413328194,0.001363204500178853,0.0016991936222382435,9.999999999999786e-05
2006-09-19,-0.002360614829481858,-0.022753936934990223,0.005965209524739086,-0.0025003804965940363,0.01683539892118553,-0.0006999999999999939
2006-09-20,0.0008623130826507097,0.005955529304156023,0.00024158752526852472,0.005296452935662666,-0.050502746875083375,-9.999999999999786e-05
2006-09-21,0.007309586892705994,0.011978312594347288,0.007133193909565762,-0.004841493723098937,0.07279012938917392,-0.0008000000000000007
2006-09-22,0.001483672537638885,0.009446171286572042,0.003006951335195418,-0.0030378385080357035,0.02737692318528875,-0.0005000000000000071
2006-09-25,-0.004304323870715119,0.0,0.003358080428126582,0.007652481633659157,-0.03804588897717626,-0.00040000000000000034
2006-09-26,-0.004564947887193459,0.004094200107174069,-0.0025176913785351007,0.008269125735126693,-0.0499046600773614,0.00030000000000000247
2006-09-27,0.0014981340914556,0.018051939672373406,-0.00023993116447703844,0.0011973869468471798,0.004327154434938672,9.999999999999786e-05
2006-09-28,-0.0001905691902114753,-0.00033445581216309524,-0.0009602251155163634,-0.0003737071725021007,0.012017341376468557,0.00030000000000000247
2006-09-29,-0.0032721706623685854,-0.0053664339603248755,-0.0010830315724552476,-0.000823679774344967,0.021941747543751226,9.999999999999786e-05
2006-10-02,0.006287458366739856,-0.005395388023705695,0.0017616267523012815,-0.0037500022403522447,0.04807444384740527,-0.00019999999999999573
2006-10-03,-0.0005477370050458743,-0.0350973728570958,-0.00012032331008844164,0.002102163414506142,-0.026603739939367297,0.0
2006-10-04,-0.0017304342563392162,-0.013042160218877828,0.004569512012782756,0.011629347877278989,-0.031537893763060064,-0.0004999999999999983
2006-10-05,-0.0013720460987372894,0.009709657907544174,-0.003485084491928448,0.001925656410163203,0.010067189855022238,0.00040000000000000034
2006-10-06,-0.007235661779162002,0.0012291022461254299,-0.005433404435022839,-0.0012587755321518451,-0.03568765493339235,0.0008999999999999986
2006-10-09,-0.00023941228607752356,0.0036780684249936844,0.0012103224604567637,0.0005928148536277917,0.01032710398489074,0.0
2006-10-10,-0.0054915412727985615,-0.003502643889304294,-0.006064331144978175,0.0013312354873585076,-0.013793308523969773,0.0004999999999999983
2006-10-11,-0.0006389633995271695,-0.0021074635611676128,-0.0012172307838207285,-0.00118359281135964,0.008643046570974968,0.00030000000000000247
2006-10-12,0.002872173062261645,0.010667244557621159,0.0006084571142814602,0.008622461061061657,-0.04668392645382115,9.999999999999786e-05
2006-10-13,-0.004386380378048497,0.018611566060242047,-0.0017055159743439882,0.002564787389939849,-0.031138060547656173,0.00019999999999999573
2006-10-16,0.0028803213795028527,0.010192010851696898,0.0017055159743438939,0.0015362325944052637,0.031138060547656023,-0.00019999999999999573
2006-10-17,0.00031353761879019954,-0.0088270246267677,0.0010951904266309131,-0.0031472567989554055,0.05610580851901949,-9.999999999999786e-05
2006-10-18,-0.00047666547602821644,-0.0010235649551442205,-0.0002428737443270148,0.0013183619515186621,-0.03381331188501914,-0.00010000000000000675
2006-10-19,0.0069962433735178044,0.013898523638232187,-0.0008523166823037738,0.0016089833741130023,-0.03957355751745354,0.00020000000000000462
2006-10-20,-0.0008709133867989162,-0.010660919575812458,-0.000244514186533545,0.0002199114733238312,-0.02508255111817451,0.0
2006-10-23,-0.005171846216307196,-0.01750517469820813,-0.0028033178622074648,0.004593076016369767,0.041461471313702564,0.00040000000000000034
2006-10-24,0.0006403400781511017,0.007073260919781201,0.0013423160743971652,0.002978134470428827,-0.02744913372331342,0.0
2006-10-25,0.004531506138156045,0.01009159629586728,0.003651252547047486,0.0034027786212506954,-0.011194136286452015,-0.0004999999999999983
2006-10-26,0.00616298121393981,0.008979350419899177,0.0033962593973203173,0.003103115497223966,-0.00942508640909286,-0.0004999999999999983
2006-10-27,0.0038537477440230426,0.0018535788960060886,0.003263008928101364,-0.006288561883880539,0.02247283377626483,-0.0005000000000000071
2006-10-30,-0.001973288818902049,0.008382278538378779,0.00048299753561629517,-0.0007253391083745177,0.036367609480340964,0.0
2006-10-31,0.0038482023621698694,0.005660080759457596,0.004453464529438532,-0.0001452262663904285,-0.008968618586220122,-0.0006999999999999939
2006-11-01,-0.0009824869722384196,0.018421555651427647,0.0034653126765555337,-0.006771982840751182,0.0362710999343376,-0.00040000000000000034
2006-11-02,0.0020043996672046258,0.009085032704114484,-0.002765539652673402,-0.0005847459061068466,-0.007850031710672965,0.00029999999999999363
