,SPY_log_return,DGS10_change,GLD_log_return,EURUSD_log_return,SPY_level_change,VIX_change
2006-04-27,0.004819651079785656,-0.03000000000000025,-0.010899759408640247,0.006644863604506852,0.4354400634765625,0.07999992370605469
2006-04-28,0.0033523639653264604,-0.019999999999999574,0.03327128175431663,0.00826760236172215,0.30411529541015625,-0.25
2006-05-01,-0.008172015045112073,0.0699999999999994,0.0010749686135923268,-0.004438013057854198,-0.7395553588867188,0.9499998092651367
2006-05-02,0.007487250368303091,-0.019999999999999574,0.02110775076209168,0.0029354471549831803,0.6773529052734375,-0.5500001907348633
2006-05-03,-0.0037364491706075543,0.03000000000000025,-0.0013533415469022937,0.0004794802208979682,-0.33866119384765625,0.0
2006-05-04,0.0035845329930908974,0.009999999999999787,0.015231058274022213,0.006153845875736307,0.32486724853515625,-0.13000011444091797
2006-05-05,0.008791868520573358,-0.040000000000000036,0.007529296693737569,0.002123257907461012,0.8017578125,-0.23999977111816406
2006-05-08,-0.0012080943531114136,0.0,-0.006344548315854382,-0.0019709375915264553,-0.11058807373046875,0.38000011444091797
2006-05-09,0.001962215169324142,0.009999999999999787,0.030897281121183933,0.005030312423480176,0.1796875,-0.010000228881835938
2006-05-10,-0.0005279997325315305,0.0,0.009995755944479651,0.0005875174281937835,-0.0483856201171875,-0.21000003814697266
2006-05-11,-0.012144195800804686,0.009999999999999787,0.009193212955575812,0.006047733081751017,-1.105865478515625,0.7100000381469727
2006-05-12,-0.01314466016213184,0.05000000000000071,0.0012663240006524636,0.006045859835349868,-1.1819305419921875,1.6999998092651367
2006-05-15,0.002009794014207715,-0.040000000000000036,-0.053575200633378034,-0.010879327218100593,0.17971038818359375,-0.6199998855590803
2006-05-16,-0.0014683605291812036,-0.05000000000000071,0.017644876407503035,0.004679295759930909,-0.1313323974609375,-0.2199993133544922
2006-05-17,-0.0192072011688474,0.0600000000000005,-0.0067271250662083795,-0.008445241483864874,-1.7002792358398438,2.9099998474121076
2006-05-18,-0.005058013280299118,-0.08000000000000007,-0.010176364470453626,0.008522330266385929,-0.44234466552734375,0.7299995422363281
2006-05-19,0.007027302045535974,-0.03000000000000025,-0.028264016724660453,-0.006558167669646246,0.61517333984375,0.1900005340576172
2006-05-22,-0.007661761101254762,-0.009999999999999787,-0.0042787163206261586,0.006712420157343083,-0.670501708984375,0.5399990081787109
2006-05-23,-0.0076402233902232875,0.03000000000000025,0.016403681898370586,-0.005460417870518412,-0.6635208129882812,0.5400009155273473
2006-05-24,0.007957503235368405,-0.040000000000000036,-0.035575658845409586,-0.0007028393823765343,0.6911849975585938,-0.899999618530277
2006-05-25,0.012288439183291805,0.040000000000000036,0.009941048269267854,0.002814168190519901,1.0782318115234375,-1.8600006103515625
2006-05-26,0.005075961816239843,-0.010000000000000675,0.0061633714364872465,-0.005556827315730726,0.4492645263671875,-1.239999771118164
2006-05-30,-0.01791887521624751,0.03000000000000025,0.00015363084740756304,0.009844645945359113,-1.575836181640625,4.399999618530273
2006-05-31,0.011119185364032402,0.03000000000000025,-0.013607713088968276,-0.0038136996019872637,0.9745254516601562,-2.219999313354492
2006-06-01,0.009522278565230961,-0.009999999999999787,-0.026344325345324347,-0.00039716174545518054,0.8432235717773438,-1.9200000762939453
2006-06-02,0.002095104998850383,-0.11000000000000032,0.014913787710007854,0.00832313840843239,0.18660736083984375,-0.20000076293945135
2006-06-05,-0.014680866435841813,0.019999999999999574,-0.003312552645839676,-0.0013167028155889355,-1.299407958984375,2.329999923706053
2006-06-06,-0.0024418756343130648,-0.009999999999999787,-0.011761128537159677,-0.0061478377425670605,-0.21428680419921875,0.6900005340576172
2006-06-07,-0.007519022929697381,0.009999999999999787,-0.00432589735009203,-0.0015629732493834005,-0.65655517578125,0.45999908447265625
2006-06-08,-0.0008744294194874491,-0.019999999999999574,-0.02224296502229832,-0.012025286727839984,-0.0760345458984375,0.5500011444091797
2006-06-09,-0.003185852303443288,-0.019999999999999574,-0.007580772661454671,-0.0006322032824184526,-0.276458740234375,-0.22999954223632812
2006-06-12,-0.010908950536893697,0.009999999999999787,-0.0069721727529346005,-0.00435168626168237,-0.94000244140625,2.839998245239258
2006-06-13,-0.011681896308645206,-0.020000000000000462,-0.07092235174749524,-0.003191786510807495,-0.99530029296875,2.8500003814697266
2006-06-14,0.007721683035532036,0.08000000000000007,-0.005379235579350925,0.005018502294383033,0.656585693359375,-2.3500003814697266
2006-06-15,0.020992894132976905,0.04999999999999982,0.030106768033878732,0.002449052811487121,1.8108978271484375,-5.559999465942385
2006-06-16,-0.0073136847468469705,0.03000000000000025,0.006260900631636242,0.0003918807193921517,-0.6352157592773438,1.3500003814697283
2006-06-19,-0.007893323540067691,0.009999999999999787,-0.023150800407539796,-0.0051457920115929555,-0.6803665161132812,0.5799999237060547
2006-06-20,0.0033900674152097447,0.010000000000000675,0.016540912545872956,0.0007172703794377151,0.2915496826171875,-1.1399993896484375
2006-06-21,0.007387101106402166,0.009999999999999787,0.017815961750979315,0.005693824497079458,0.63873291015625,-1.1700000762939453
2006-06-22,-0.004408932162317792,0.040000000000000036,-0.010339611013396036,-0.0060210413408220455,-0.3817901611328125,0.3599996566772461
2006-06-23,-0.00016089398454577076,0.03000000000000025,0.004493649688969512,-0.004858606239090171,-0.0139007568359375,0.010000228881835938
2006-06-26,0.004409552103402913,0.019999999999999574,0.004988349549092769,0.005185823082832815,0.38178253173828125,-0.2700004577636719
2006-06-27,-0.008677647225651907,-0.040000000000000036,-0.010348462113978675,-0.0015975103582966236,-0.7497177124023438,0.7799997329711914
2006-06-28,0.006756316610591712,0.040000000000000036,-0.002430124232988146,-0.0018334038348102601,0.583160400390625,-0.6099996566772461
2006-06-29,0.019998787950217898,-0.03000000000000025,0.033832024181210556,0.009365370117246618,1.7494354248046875,-2.760000228881836
2006-06-30,7.866140229353953e-05,-0.0699999999999994,0.0283248597979711,0.00935168197427941,0.00695037841796875,0.05000019073486506
2006-07-03,0.004077160265022041,0.0,0.015396151524819567,0.0014070854312624858,0.36100006103515625,-0.029999732971193183
2006-07-05,-0.00572870728464392,0.08000000000000007,0.005133147203806899,-0.005247467898968159,-0.5068130493164062,1.0999994277954084
2006-07-06,0.0029077364495107344,-0.040000000000000036,0.008285586850556694,0.003290765739701162,0.2568817138671875,-0.5
2006-07-07,-0.006534416499463262,-0.05000000000000071,-0.006207730001220553,0.003750451315832554,-0.57623291015625,0.32000064849853693
2006-07-10,0.0018942587458986074,-0.009999999999999787,-0.009787492538485095,-0.006174904189814338,0.166656494140625,0.05000019073486328
2006-07-11,0.004404710058605205,-0.03000000000000025,0.028453018348612674,0.0017603495376866014,0.3887481689453125,-0.880000114440918
2006-07-12,-0.010731311781551449,0.0,0.017245775039784833,-0.004356947792424389,-0.9441299438476562,1.3499994277954102
2006-07-13,-0.016397168218316178,-0.019999999999999574,0.009657542324286587,-0.001181540003307359,-1.4231796264648438,3.3000011444091797
2006-07-14,-0.003878460730736107,-0.009999999999999787,0.004566148251357566,-0.004181207807113774,-0.33322906494140625,0.2599983215332031
2006-07-17,-0.0014583208392325768,0.0,-0.02927786506214761,-0.010014298138597572,-0.12496185302734375,0.5900001525878942
2006-07-18,0.005094269462453523,0.05999999999999961,-0.016555351989900366,-0.001276043290273441,0.43731689453125,-0.899999618530277
2006-07-19,0.013779139531739027,-0.07000000000000028,0.01780551650096022,0.007731113288475531,1.194091796875,-2.189999580383301
2006-07-20,-0.006865396680555299,-0.02999999999999936,-0.023545337797397207,0.002687121818321156,-0.5970077514648438,0.659998893737793
2006-07-21,-0.007075006956435253,0.019999999999999574,-0.013360389171752314,0.0057646385914954384,-0.6109619140625,1.1900005340576172
2006-07-24,0.018069296749241705,0.0,-0.009279671017174801,-0.0064717669817498475,1.5689926147460938,-2.4200000762939453
2006-07-25,0.0035591119017264437,0.020000000000000462,0.0066835337551839295,-0.003176202001812247,0.31240081787109375,-0.1299991607665998
2006-07-26,0.0013411885209466377,-0.03000000000000025,0.007284544810071161,0.010194516236336774,0.118011474609375,-0.2300004959106463
2006-07-27,-0.0009463100684582331,0.03000000000000025,0.014411802920109096,-0.0013340178208113482,-0.083282470703125,0.31999969482421875
2006-07-28,0.009972593907554598,-0.07000000000000028,0.0033330573021811403,0.0043259585784296934,0.8816375732421875,-0.6099996566772443
2006-07-31,-0.0010160214539218987,-0.009999999999999787,0.0007919417041651264,0.0017995560049545065,-0.0902252197265625,0.6199998855590803
2006-08-01,-0.00494006079987463,0.0,0.018199433154515745,0.003595934944970853,-0.43738555908203125,0.10000038146972656
2006-08-02,0.006737370987264695,-0.03000000000000025,0.006663080453584655,-0.002189817909358722,0.5970535278320312,-0.7100000381469727
2006-08-03,0.002650644111887511,0.0,-0.009777330003267252,0.0005501395494782312,0.23600006103515625,0.11999988555908203
2006-08-04,-0.0017142798449687271,-0.04999999999999982,0.0024921513025285714,0.006226967058490283,-0.15270233154296875,-0.11999988555908203
2006-08-07,-0.002343244075705364,0.019999999999999574,0.003416701922818477,-0.004664191757599403,-0.20830535888671875,0.8899993896484375
2006-08-08,-0.0038380337230585555,0.0,-0.008250981257249518,-0.004068194790429433,-0.3401336669921875,0.0
2006-08-09,-0.0033804235394614478,-0.009999999999999787,0.010264414233311715,0.008423276792302849,-0.29850006103515625,-0.029999732971191406
2006-08-10,0.0030665795851361724,0.009999999999999787,-0.021583529170159283,-0.00639121068862434,0.27074432373046875,-0.7399997711181641
2006-08-11,-0.0028303347246347063,0.040000000000000036,-0.008574217652083825,-0.005320463811241321,-0.24991607666015625,-0.15999984741210938
2006-08-14,0.0007871664857842403,0.03000000000000025,-0.007362374610728818,-0.00016545365255599755,0.06943511962890625,-0.039999961853027344
2006-08-15,0.011886684200751646,-0.07000000000000028,-0.003862900050710145,0.005332432437814901,1.0551834106445312,-0.8400001525878924
2006-08-16,0.008284131609297475,-0.05999999999999961,0.007710935506649349,0.0040628955124496,0.7428359985351562,-1.0100002288818342
2006-08-17,0.0025416025921776927,0.0,-0.02364104424604251,-0.0008600679688531479,0.2291412353515625,-0.1700000762939453
2006-08-18,0.005062478131520492,-0.03000000000000025,0.00016387542029731639,-0.00030791733378379477,0.45815277099609375,-0.5999994277954102
2006-08-21,-0.004294347114747831,-0.019999999999999574,0.0226766716784495,0.0034953336949795155,-0.38878631591796875,0.5799999237060547
2006-08-22,-7.668520600043389e-05,0.0,-0.006265574298403793,-0.0047517713355793925,-0.006927490234389211,-0.030000686645507812
2006-08-23,-0.0027703503142567157,0.0,-0.003551786170239269,-0.0024184696289945118,-0.2499084472656108,0.21000003814697088
2006-08-24,-0.0008483869275029234,-0.010000000000000675,-0.0012947376767310466,-0.0014942839592491147,-0.07639312744140625,0.0
2006-08-25,0.0012337487547192164,-0.019999999999999574,0.0003238416104977378,-0.0003827740871964704,0.111114501953125,-0.08999919891357244
2006-08-28,0.004763965304817737,0.009999999999999787,-0.012543952945273145,0.0027720546003188883,0.4303436279297017,-0.13000011444091975
2006-08-29,0.001150044835510616,-0.009999999999999787,-0.0009841131508818335,0.002856852477721754,0.10419464111326704,0.09999942779541193
2006-08-30,0.0006122505403942836,-0.03000000000000025,0.007845734178219533,0.0009241393739663098,0.05551910400390625,-0.05999946594238281
2006-08-31,-0.0001532588323448316,-0.019999999999999574,0.014065428763227219,-0.0024881114668699102,-0.0139007568359375,0.09000015258789062
2006-09-01,0.005953235255381835,-0.009999999999999787,-0.002411019821175847,0.002102955956966126,0.5415344238281108,-0.35000038146972656
2006-09-05,0.0019003621268282478,0.04999999999999982,0.01944286299654392,-0.0009365800389194769,0.17354583740237217,0.6700000762939453
2006-09-06,-0.008849005432907717,0.019999999999999574,-0.007922716060125687,-0.0003846420842231741,-0.8053131103515625,1.109999656677246
2006-09-07,-0.004607992127130846,0.0,-0.025946191654282313,-0.006809366420828909,-0.41654205322268467,0.1400003433227539
2006-09-08,0.0028443443468590952,-0.019999999999999574,-0.010009118155884447,-0.004649095399598617,0.25688934326171875,-0.7200002670288086
2006-09-11,0.0009969957321004435,0.019999999999999574,-0.035927977031141096,0.0029191081377163194,0.09021759033204546,-0.1700000762939453
2006-09-12,0.009767300228416879,-0.019999999999999574,-0.0030816717701889667,-0.001181344691054494,0.8886108398437642,-1.0699996948242205
2006-09-13,0.004017116894543942,-0.010000000000000675,0.0051308345941207655,0.0001522980101292906,0.3679962158202983,-0.7399997711181641
2006-09-14,7.513482715552595e-05,0.020000000000000462,-0.024696883147300317,0.0020463542130882352,0.00689697265625,0.3699998855590838
2006-09-15,0.002344459863905859,0.009999999999999787,0.0036652959943343877,-0.005671079293281995,0.2154693603515625,0.21000003814697266
2006-09-18,0.001363204500178853,0.009999999999999787,0.014356348078949017,0.004412229525440513,0.125518798828125,0.01999950408935547
2006-09-19,-0.0025003804965940363,-0.0699999999999994,-0.022753936934990223,-0.002360614829481858,-0.23009490966796875,0.19999980926513672
2006-09-20,0.005296452935662666,-0.009999999999999787,0.005955529304156023,0.0008623130826507097,0.4880828857421875,-0.5899991989135742
2006-09-21,-0.004841493723098937,-0.08000000000000007,0.011978312594347288,0.007309586892705994,-0.446258544921875,0.8599996566772461
2006-09-22,-0.0030378385080357035,-0.05000000000000071,0.009446171286572042,0.001483672537638885,-0.27890777587890625,0.3400001525878906
2006-09-25,0.007652481633659157,-0.040000000000000036,0.0,-0.004304323870715119,0.7042083740234375,-0.4700002670288086
2006-09-26,0.008269125735126693,0.03000000000000025,0.004094200107174069,-0.004564947887193459,0.7670364379882812,-0.5900001525878906
2006-09-27,0.0011973869468471798,0.009999999999999787,0.018051939672373406,0.0014981340914556,0.11159515380860796,0.05000019073486506
2006-09-28,-0.0003737071725021007,0.03000000000000025,-0.00033445581216309524,-0.0001905691902114753,-0.03484344482423296,0.14000034332275213
2006-09-29,-0.000823679774344967,0.009999999999999787,-0.0053664339603248755,-0.0032721706623685854,-0.076751708984375,0.25999927520751953
2006-10-02,-0.0037500022403522447,-0.019999999999999574,-0.005395388023705695,0.006287458366739856,-0.3486328125,0.5900001525878924
2006-10-03,0.002102163414506142,0.0,-0.0350973728570958,-0.0005477370050458743,0.19527435302734375,-0.32999992370605646
2006-10-04,0.011629347877278989,-0.04999999999999982,-0.013042160218877828,-0.0017304342563392162,1.0877227783203125,-0.38000011444091797
2006-10-05,0.001925656410163203,0.040000000000000036,0.009709657907544174,-0.0013720460987372894,0.18133544921875,0.11999988555908203
2006-10-06,-0.0012587755321518451,0.08999999999999986,0.0012291022461254299,-0.007235661779162002,-0.1185760498046875,-0.4199991226196289
2006-10-09,0.0005928148536277917,0.0,0.0036780684249936844,-0.00023941228607752356,0.05582427978515625,0.11999988555908025
2006-10-10,0.0013312354873585076,0.04999999999999982,-0.003502643889304294,-0.0054915412727985615,0.12548065185546875,-0.1599998474121076
2006-10-11,-0.00118359281135964,0.03000000000000025,-0.0021074635611676128,-0.0006389633995271695,-0.111572265625,0.09999942779541016
2006-10-12,0.008622461061061657,0.009999999999999787,0.010667244557621159,0.002872173062261645,0.8158340454101562,-0.5299997329711914
2006-10-13,0.002564787389939849,0.019999999999999574,0.018611566060242047,-0.004386380378048497,0.2440338134765625,-0.3400001525878906
2006-10-16,0.0015362325944052637,-0.019999999999999574,0.010192010851696898,0.0028803213795028527,0.1464691162109375,0.3400001525878906
2006-10-17,-0.0031472567989554055,-0.009999999999999787,-0.0088270246267677,0.00031353761879019954,-0.29982757568359375,0.6399993896484375
2006-10-18,0.0013183619515186621,-0.010000000000000675,-0.0010235649551442205,-0.00047666547602821644,0.12548065185546875,-0.3899993896484375
2006-10-19,0.0016089833741130023,0.020000000000000462,0.013898523638232187,0.0069962433735178044,0.1533660888671875,-0.44000053405761896
2006-10-20,0.0002199114733238312,0.0,-0.010660919575812458,-0.0008709133867989162,0.0209808349609375,-0.2699995040893537
2006-10-23,0.004593076016369767,0.040000000000000036,-0.01750517469820813,-0.005171846216307196,0.43926239013671875,0.4499998092651385
2006-10-24,0.002978134470428827,0.0,0.007073260919781201,0.0006403400781511017,0.28589630126951704,-0.30000019073486506
2006-10-25,0.0034027786212506954,-0.04999999999999982,0.01009159629586728,0.004531506138156045,0.32770538330080967,-0.11999988555908203
2006-10-26,0.003103115497223966,-0.04999999999999982,0.008979350419899177,0.00616298121393981,0.2998199462890341,-0.09999942779541016
2006-10-27,-0.006288561883880539,-0.05000000000000071,0.0018535788960060886,0.0038537477440230426,-0.6066284179687358,0.23999977111816406
2006-10-30,-0.0007253391083745177,0.0,0.008382278538378779,-0.001973288818902049,-0.06972503662110796,0.39999961853027344
2006-10-31,-0.0001452262663904285,-0.0699999999999994,0.005660080759457596,0.0038482023621698694,-0.013954162597627828,-0.09999942779540838
2006-11-01,-0.006771982840751182,-0.040000000000000036,0.018421555651427647,-0.0009824869722384196,-0.6484451293945455,0.4099998474121076
2006-11-02,-0.0005847459061068466,0.02999999999999936,0.009085032704114484,0.0020043996672046258,-0.0557861328125,-0.0900001525878924
2006-11-03,-0.001756211953695904,0.1200000000000001,0.0061182138370136285,-0.005734613822926522,-0.16735076904295454,-0.26000022888183416
2006-11-06,0.011215590355115719,-0.009999999999999787,-0.0066028076577951044,0.0014624307037942792,1.0738143920898295,0.0
2006-11-07,0.003831085044922214,-0.04999999999999982,0.0024207471759942175,0.0041955059172415,0.36956787109375,-0.06999969482421875
2006-11-08,0.0021621403290057583,-0.020000000000000462,-0.015103824170810666,-0.001494046172681271,0.209197998046875,-0.3400001525878906
2006-11-09,-0.005269462526624745,-0.019999999999999574,0.029665243715548233,0.0056686790778752915,-0.5090560913085795,0.26000022888183594
2006-11-10,0.000434069721515084,-0.03000000000000025,-0.0073342018093687155,0.001669622710527332,0.04183197021484375,-0.2200002670288086
2006-11-13,0.002456781103873677,0.020000000000000462,-0.004812377767142642,-0.002182727284075983,0.2371063232421733,0.06999969482421875
